epoch,split,mean_iou,mean_dice,fire_iou,fire_dice,fire_precision,fire_recall,iou_background,dice_background,precision_background,recall_background,iou_fire,dice_fire,precision_fire,recall_fire,detection_accuracy,detection_precision,detection_recall,detection_f1,detection_tp,detection_fp,detection_tn,detection_fn,loss,ce_loss,dice_loss
0,train,0.732567310333252,0.8413428664207458,0.6270098686218262,0.7707511782646179,0.7013334035873413,0.8554203510284424,0.8381248116493225,0.9119345545768738,0.9479793906211853,0.8785304427146912,0.6270098686218262,0.7707511782646179,0.7013334035873413,0.8554203510284424,0.7248718958448467,0.6841758602528938,0.9593627335582168,0.7987307710728588,4155,1918,1362,176,0.2786934108262052,0.3250369276037487,0.2323498937512646
0,val,0.8720172643661499,0.9294639825820923,0.7877381443977356,0.8812679648399353,0.8148948550224304,0.9594119191169739,0.9562963843345642,0.977660059928894,0.9928760528564453,0.9629033803939819,0.7877381443977356,0.8812679648399353,0.8148948550224304,0.9594119191169739,0.8702290070800069,0.7836107544383986,0.9459041716446612,0.857142360345405,612,169,756,35,0.181340318737608
1,train,0.799386739730835,0.8859972953796387,0.71392422914505,0.8330873250961304,0.7809450030326843,0.8926905393600464,0.8848491907119751,0.9389072060585022,0.9624271988868713,0.9165092706680298,0.71392422914505,0.8330873250961304,0.7809450030326843,0.8926905393600464,0.8358954144217717,0.8002727979734464,0.9482798427734287,0.8680117616683048,4107,1025,2255,224,0.2089961512217752,0.2568856937763821,0.161106608494991
1,val,0.8791174292564392,0.933746337890625,0.7992898225784302,0.8884503245353699,0.8224015831947327,0.9660345911979675,0.9589450359344482,0.9790422916412354,0.9940412640571594,0.9644892811775208,0.7992898225784302,0.8884503245353699,0.8224015831947327,0.9660345911979675,0.8759541979160597,0.80053191382908,0.9304482211275916,0.8606142263899121,602,150,775,45,0.1636579886003576
2,train,0.8219400644302368,0.9002946019172668,0.7447404861450195,0.8536977171897888,0.8045437335968018,0.9092487096786499,0.8991397023200989,0.9468914866447449,0.9683679938316345,0.9263471364974976,0.7447404861450195,0.8536977171897888,0.8045437335968018,0.9092487096786499,0.8510051240505839,0.8254937892841592,0.9360424841985586,0.877298787648511,4054,857,2423,277,0.1845105268029856,0.22879848602627004,0.14022256759535365
2,val,0.8778781294822693,0.9329839944839478,0.7968990206718445,0.8869714140892029,0.8275872468948364,0.9555366039276123,0.9588572382926941,0.9789965748786926,0.9922268986701965,0.9661144018173218,0.7968990206718445,0.8869714140892029,0.8275872468948364,0.9555366039276123,0.8250636127067025,0.7128146444933471,0.9629057172134379,0.819197406180955,623,251,674,24,0.1702169713874658
3,train,0.8363437056541443,0.9091961979866028,0.7642107009887695,0.8663485646247864,0.8227829337120056,0.9147856831550598,0.908476710319519,0.9520438313484192,0.9704819321632385,0.9342932105064392,0.7642107009887695,0.8663485646247864,0.8227829337120056,0.9147856831550598,0.8709762185164924,0.8486362688218537,0.9411221424749198,0.8924891004393344,4076,727,2553,255,0.16923827323436486,0.211588923130654,0.12688762300154743
3,val,0.8921031951904297,0.9414447546005249,0.8201586008071899,0.90119469165802,0.8427177667617798,0.9683923125267029,0.9640478491783142,0.9816948771476746,0.9944795966148376,0.9692347049713135,0.8201586008071899,0.90119469165802,0.8427177667617798,0.9683923125267029,0.8924936381091007,0.8186666655751111,0.9489953617480752,0.8790259867855441,614,136,789,33,0.14636624540493945
4,train,0.8416293859481812,0.9124318361282349,0.7715826034545898,0.8710659146308899,0.8279574513435364,0.9189099073410034,0.9116761684417725,0.9537976980209351,0.9719313383102417,0.9363282918930054,0.7715826034545898,0.8710659146308899,0.8279574513435364,0.9189099073410034,0.873209827765969,0.8553631754950668,0.9353498035245094,0.8935695901357175,4051,685,2595,280,0.16328938537034668,0.2043508252269831,0.12222794549805778
4,val,0.8847817182540894,0.9371293783187866,0.808525800704956,0.8941269516944885,0.8283427357673645,0.9712612628936768,0.9610376358032227,0.9801317453384399,0.9949600100517273,0.9657390117645264,0.808525800704956,0.8941269516944885,0.8283427357673645,0.9712612628936768,0.8740458009707087,0.7889317879164327,0.9474497666963683,0.8609545591379812,613,164,761,34,0.15706575541484236
