epoch,split,mean_iou,mean_dice,fire_iou,fire_dice,fire_precision,fire_recall,iou_background,dice_background,precision_background,recall_background,iou_fire,dice_fire,precision_fire,recall_fire,detection_accuracy,detection_precision,detection_recall,detection_f1,detection_tp,detection_fp,detection_tn,detection_fn,loss,ce_loss,dice_loss
0,train,0.7198829650878906,0.8367328643798828,0.6880996823310852,0.8152358531951904,0.7642259001731873,0.8735423684120178,0.7516661882400513,0.85822993516922,0.9045571684837341,0.81641685962677,0.6880996823310852,0.8152358531951904,0.7642259001731873,0.8735423684120178,0.8806989881906846,0.8814132935046144,0.9951092769379322,0.9348164435536596,6511,876,192,32,0.2838296201706183,0.35208657945842803,0.21557266033497177
0,val,0.8395496606826782,0.9094403982162476,0.7377929091453552,0.8491148352622986,0.7523537874221802,0.974438488483429,0.9413063526153564,0.9697659611701965,0.9954187273979187,0.9454020857810974,0.7377929091453552,0.8491148352622986,0.7523537874221802,0.974438488483429,0.65585241688559,0.545376711861835,0.9845440479373353,0.7019279150819958,637,531,394,10,0.2038903632248291
1,train,0.7757604122161865,0.8733943700790405,0.7454816102981567,0.8541845083236694,0.803159773349762,0.9121320843696594,0.8060391545295715,0.8926042914390564,0.9364202618598938,0.8527054786682129,0.7454816102981567,0.8541845083236694,0.803159773349762,0.9121320843696594,0.9161739586235482,0.9227788142783437,0.98468371864226,0.952726234232774,6429,538,544,100,0.22493078371807307,0.28376794274614636,0.1660936251908791
1,val,0.8433932065963745,0.9118708968162537,0.7438430190086365,0.8531078696250916,0.7570182085037231,0.9771375060081482,0.9429434537887573,0.9706339240074158,0.9959056973457336,0.9466130137443542,0.7438430190086365,0.8531078696250916,0.7570182085037231,0.9771375060081482,0.7792620860182811,0.6572327037135925,0.9690880974202657,0.7832599796179696,627,327,598,20,0.1906627154711521
2,train,0.7945107817649841,0.885174036026001,0.7642963528633118,0.8664036393165588,0.8203151226043701,0.9179792404174805,0.8247252106666565,0.9039444923400879,0.9419975280761719,0.868846595287323,0.7642963528633118,0.8664036393165588,0.8203151226043701,0.9179792404174805,0.9223492312544541,0.9302898549376392,0.9831520905218023,0.9559902664916442,6419,481,601,110,0.20656304393245392,0.261319447512261,0.15180664065004396
2,val,0.8851598501205444,0.937338650226593,0.8088026642799377,0.8942961692810059,0.8351483345031738,0.9624606966972351,0.9615170359611511,0.9803811311721802,0.993439793586731,0.9676610827445984,0.8088026642799377,0.8942961692810059,0.8351483345031738,0.9624606966972351,0.8625954192986034,0.7703889576281192,0.9489953617480752,0.8504150166831324,614,183,742,33,0.15742236387097475
3,train,0.8119407892227173,0.8959692716598511,0.7851165533065796,0.8796249032020569,0.8376219272613525,0.9260629415512085,0.8387650847434998,0.9123135805130005,0.9469022154808044,0.8801625967025757,0.7851165533065796,0.8796249032020569,0.8376219272613525,0.9260629415512085,0.9291814477822649,0.9401206413211534,0.9797608094173933,0.9595309964279146,6390,407,682,132,0.18927742885190899,0.24023497666568816,0.13831988102247736
3,val,0.8681849241256714,0.9271771311759949,0.7823436856269836,0.8778819441795349,0.798404335975647,0.9749321937561035,0.9540261626243591,0.9764723181724548,0.9955660700798035,0.9580970406532288,0.7823436856269836,0.8778819441795349,0.798404335975647,0.9749321937561035,0.8371501266939247,0.72812135270931,0.9644513122651448,0.8297867426873441,624,233,692,23,0.16130045775060703
4,train,0.815029501914978,0.8978787660598755,0.7899226546287537,0.8826333284378052,0.8410959243774414,0.9284864068031311,0.8401364088058472,0.913124144077301,0.9477698802947998,0.8809219002723694,0.7899226546287537,0.8826333284378052,0.8410959243774414,0.9284864068031311,0.9297070028997888,0.9402285378054163,0.980595874563698,0.9599875338819982,6418,408,658,127,0.18488654107669322,0.23439367578811005,0.1353794065844111
4,val,0.8927422761917114,0.9417906999588013,0.8205042481422424,0.9014033675193787,0.8586363196372986,0.9486538767814636,0.9649802446365356,0.9821780323982239,0.9911010265350342,0.9734143018722534,0.8205042481422424,0.9014033675193787,0.8586363196372986,0.9486538767814636,0.8600508900381355,0.7665418217646169,0.9489953617480752,0.8480658028270105,614,187,738,33,0.17007259290778276
5,train,0.8219122886657715,0.9019908308982849,0.7937970757484436,0.885046660900116,0.8439863324165344,0.9303065538406372,0.8500275611877441,0.9189350008964539,0.951582133769989,0.8884537220001221,0.7937970757484436,0.885046660900116,0.8439863324165344,0.9303065538406372,0.9353567204131708,0.9455401823748101,0.9813626640725079,0.9631179408082812,6424,370,695,122,0.17811044202256604,0.22578905356907042,0.13043183025692692
5,val,0.8514144420623779,0.9168854355812073,0.7562879323959351,0.8612345457077026,0.7692521810531616,0.9782018065452576,0.946540892124176,0.9725363254547119,0.9961096048355103,0.9500530362129211,0.7562879323959351,0.8612345457077026,0.7692521810531616,0.9782018065452576,0.8377862590090418,0.731132074609514,0.958268932058317,0.8294309460559276,620,228,697,27,0.17619750351466315
6,train,0.8363614082336426,0.9106650948524475,0.8099915385246277,0.895022451877594,0.8575817942619324,0.9358816146850586,0.8627312183380127,0.926307737827301,0.9555943012237549,0.8987630009651184,0.8099915385246277,0.895022451877594,0.8575817942619324,0.9358816146850586,0.9362764418688376,0.9473605946546675,0.979852352971416,0.9633320773007177,6371,354,755,131,0.16499824999604656,0.20985380450592322,0.12014269590878687
6,val,0.8822094798088074,0.9355957508087158,0.8043097257614136,0.8915428519248962,0.8260029554367065,0.9683797955513,0.9601092338562012,0.9796486496925354,0.9944549202919006,0.9652769565582275,0.8043097257614136,0.8915428519248962,0.8260029554367065,0.9683797955513,0.8638676839288373,0.7649938791126146,0.9659969073168517,0.8538246421878316,625,192,733,22,0.1519410148488753
7,train,0.8361579179763794,0.9105439186096191,0.8097626566886902,0.8948826789855957,0.8579331636428833,0.9351581931114197,0.8625531792640686,0.9262052178382874,0.9550818800926208,0.8990234136581421,0.8097626566886902,0.8948826789855957,0.8579331636428833,0.9351581931114197,0.9387728286770762,0.9478209307815266,0.9824830975749104,0.964840302792411,6394,352,751,114,0.16559256565514482,0.21138899035344855,0.11979614098031982
7,val,0.8682002425193787,0.927182674407959,0.7822965979576111,0.8778523206710815,0.7994625568389893,0.9732860326766968,0.9541038870811462,0.9765129685401917,0.9952779412269592,0.9584424495697021,0.7822965979576111,0.8778523206710815,0.7994625568389893,0.9732860326766968,0.7907124676903864,0.6680761092303635,0.9768160726788006,0.793470954158256,632,314,611,15,0.16583356637545307
8,train,0.838931143283844,0.9122087955474854,0.813817024230957,0.8973529934883118,0.8607026934623718,0.9372632503509521,0.864045262336731,0.9270646572113037,0.9559893012046814,0.8998389840126038,0.813817024230957,0.8973529934883118,0.8607026934623718,0.9372632503509521,0.9403494940296478,0.9512592591183319,0.9809043689305065,0.9658538922711126,6421,329,736,125,0.16214530632494628,0.20711219874249787,0.11717841367260749
8,val,0.8700699806213379,0.9283124208450317,0.7851697206497192,0.8796583414077759,0.8036621809005737,0.9715282917022705,0.9549703001976013,0.9769664406776428,0.9949749112129211,0.9595984816551208,0.7851697206497192,0.8796583414077759,0.8036621809005737,0.9715282917022705,0.7958015262113222,0.6748927031385271,0.9721792875236797,0.7967062917209897,629,303,622,18,0.1664952878473383
9,train,0.8391947150230408,0.9123959541320801,0.8160931468009949,0.8987348675727844,0.8632604479789734,0.9372497797012329,0.8622962832450867,0.926056981086731,0.9547039866447449,0.8990790843963623,0.8160931468009949,0.8987348675727844,0.8632604479789734,0.9372497797012329,0.9416633818234577,0.9534202430125355,0.9810097963856804,0.9670177736174884,6509,318,658,126,0.16197320308630206,0.20660926821101613,0.1173371377111483
